Date,City,BHK_Apartment,Building_Name,Prop_ID,Bedroom_Num,Bathroom_Num,Ownership_Type,Property_Type,Facing,Furnished,Property_Age,Area_SQFT,Price_per_SQFT,Sum of Price_SQFT,Sum of Total_Price
2017-12-20 00:00:00,Gurgaon,3 BHK Flat,HBH Galaxy Apartments,K71624966,3,5,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2450,11020,11020,26999000
2021-08-28 00:00:00,Gurgaon,4 BHK Flat,Vipul Belmonte,S71023628,4,5,Freehold,Residential Apartment,South,Semifurnished,5-10 Year Old Property,2450,20816,20816,50999200
2019-04-20 00:00:00,Gurgaon,5 BHK Flat,Abhinandan CGHS,K71699836,5,5,Freehold,Residential Apartment,North,Furnished,5-10 Year Old Property,2450,9183,9183,22498350
2018-08-06 00:00:00,Kolkata,1 BHK Flat,Trump Tower Kolkata,W71103428,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2452,,500,1226000
2018-01-30 00:00:00,Kolkata,5 BHK Flat,Trump Tower Kolkata,D71360770,5,4,Freehold,Residential Land,North,Furnished,Under Construction,2452,,500,1226000
2018-02-21 00:00:00,Kolkata,1 BHK Flat,PS Navyom,L71096922,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2454,,500,1227000
2017-11-29 00:00:00,Kolkata,5 BHK Flat,PS Navyom,N71246998,5,3,Freehold,Residential Land,North,Furnished,Under Construction,2454,,500,1227000
2018-08-20 00:00:00,Kolkata,4 BHK Flat,PS Navyom,V71165642,4,4,Freehold,Residential Land,North,Furnished,Under Construction,2454,,500,1227000
2018-07-25 00:00:00,Kolkata,2 BHK Flat,Shivam Aquila,J67890588,2,1,Freehold,Residential Land,North-East,Unfurnished,1-5 Year Old Property,2460,,500,1230000
2019-08-07 00:00:00,Mumbai,2 BHK Flat,Vasant vihar,P52042962,2,1,Co-operative Society,Residential Apartment,North,Furnished,0-1 Year Old Property,2460,,500,1230000
2018-01-28 00:00:00,Gurgaon,5 BHK Flat,NBCC Heights,Q70094262,5,2,Freehold,Residential Apartment,East,Unfurnished,1-5 Year Old Property,2462,6092,6092,14998504
2018-07-25 00:00:00,Gurgaon,1 BHK Flat,Central Park Resort Belgravia Residences,V69980078,1,1,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2464,22321,22321,54998944
2017-12-13 00:00:00,Kolkata,1 BHK Flat,Siddha Sky,O70943060,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-10-11 00:00:00,Kolkata,2 BHK Flat,Siddha Sky,L71065082,2,1,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-10-18 00:00:00,Kolkata,2 BHK Flat,Siddha Sky,M70930724,2,1,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-06-01 00:00:00,Kolkata,4 BHK Flat,Siddha Sky,Y71105618,4,2,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2018-03-09 00:00:00,Kolkata,5 BHK Flat,Siddha Sky,H70943272,5,3,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-04-06 00:00:00,Kolkata,5 BHK Flat,Siddha Sky,G71079496,5,4,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-08-25 00:00:00,Kolkata,5 BHK Flat,Siddha Sky,M71118432,5,5,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2018-07-12 00:00:00,Kolkata,5 BHK Flat,Siddha Sky,W71388772,5,5,Freehold,Residential Land,North,Furnished,Under Construction,2465,,500,1232500
2017-08-25 00:00:00,Gurgaon,1 BHK Flat,Bestech Park View Spa,B69684448,1,1,Freehold,Residential Apartment,North,Unfurnished,5-10 Year Old Property,2470,18218,18218,44998460
2018-02-26 00:00:00,Gurgaon,1 BHK Flat,Bestech Park View Spa,F71597812,1,1,Freehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,2470,17813,17813,43998110
2018-03-27 00:00:00,Gurgaon,1 BHK Flat,Bestech Park View Spa,E71138360,1,1,Freehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,2470,17813,17813,43998110
2023-11-25 00:00:00,Gurgaon,1 BHK Flat,Bestech Park View Spa,K71511586,1,1,Freehold,Residential Apartment,West,Semifurnished,5-10 Year Old Property,2470,17408,17408,42997760
2017-06-22 00:00:00,Gurgaon,2 BHK Flat,Bestech Park View Spa,V46871795,2,1,Freehold,Residential Apartment,West,Semifurnished,1-5 Year Old Property,2470,15384,15384,37998480
2017-08-23 00:00:00,Gurgaon,2 BHK Flat,Bestech Park View Spa,V69604600,2,1,Freehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,2470,17206,17206,42498820
2017-11-28 00:00:00,Gurgaon,2 BHK Flat,Bestech Park View Spa,D71702500,2,1,Freehold,Residential Apartment,West,Semifurnished,5-10 Year Old Property,2470,17611,17611,43499170
2019-06-23 00:00:00,Gurgaon,3 BHK Flat,Bestech Park View Spa,W69435002,3,2,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,2470,17206,17206,42498820
2017-07-29 00:00:00,Gurgaon,4 BHK Flat,Bestech Park View Spa,W70550914,4,2,Freehold,Residential Apartment,North-East,Furnished,1-5 Year Old Property,2470,18218,18218,44998460
2018-01-29 00:00:00,Gurgaon,4 BHK Flat,Bestech Park View Spa,K70897908,4,3,Leasehold,Residential Apartment,North,Semifurnished,1-5 Year Old Property,2470,18208,18208,44973760
2018-03-21 00:00:00,Gurgaon,4 BHK Flat,Bestech Park View Spa,M71677838,4,4,Freehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,2470,21750,21750,53722500
2017-09-28 00:00:00,Gurgaon,5 BHK Flat,Bestech Park View Spa,T70989220,5,4,Freehold,Residential Apartment,North,Semifurnished,1-5 Year Old Property,2470,17408,17408,42997760
2023-10-21 00:00:00,Gurgaon,4 BHK Flat,Bestech Park View Spa,A71120294,4,5,Leasehold,Residential Apartment,South,Semifurnished,1-5 Year Old Property,2470,33,500,1235000
2018-03-27 00:00:00,Gurgaon,5 BHK Flat,Bestech Park View Spa,T71572856,5,5,Freehold,Residential Apartment,North,Semifurnished,10+ Year Old Property,2470,23783,23783,58744010
2021-11-25 00:00:00,Gurgaon,2 BHK Flat,Tulip Monsella,L71031080,2,1,Freehold,Residential Apartment,North,Furnished,Under Construction,2472,33956,33956,83939232
2022-12-11 00:00:00,Hyderabad,1 BHK Flat,Sumadhura Horizon,S70878782,1,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,2475,,500,1237500
2018-01-26 00:00:00,Gurgaon,1 BHK Flat,Today Princeton Floors,S71253068,1,1,Freehold,Independent/Builder Floor,South-East,Semifurnished,10+ Year Old Property,2475,49090,49090,121497750
2019-03-01 00:00:00,Mumbai,2 BHK Flat,New Life,K64611704,2,1,Freehold,Residential Land,North,Furnished,0-1 Year Old Property,2475,,500,1237500
2018-06-07 00:00:00,Kolkata,5 BHK Flat,P S The Address Phase 2,K57889118,5,2,Freehold,Residential Land,South-East,Unfurnished,0-1 Year Old Property,2475,,500,1237500
2017-10-23 00:00:00,Gurgaon,3 BHK Flat,Mayfield Palm Floors,J71383560,3,3,Freehold,Independent/Builder Floor,East,Semifurnished,0-1 Year Old Property,2475,106909,106909,264599775
2019-10-24 00:00:00,Gurgaon,4 BHK Flat,Optimal ultra luxury builder floors,R71661850,4,5,Freehold,Independent/Builder Floor,North-East,Semifurnished,0-1 Year Old Property,2475,10505,10505,25999875
2017-11-08 00:00:00,Mumbai,1 BHK Flat,Indiabulls Blu,E70209290,1,1,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,2476,,500,1238000
2019-06-19 00:00:00,Mumbai,2 BHK Flat,Indiabulls Blu,S70935490,2,1,Freehold,Residential Apartment,North-West,Semifurnished,0-1 Year Old Property,2476,,500,1238000
2017-03-28 00:00:00,Gurgaon,2 BHK Flat,Vipul Belmonte,L71311226,2,1,Freehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2479,21177,21177,52497783
2017-05-21 00:00:00,Gurgaon,1 BHK Flat,The Close North,Z71292918,1,1,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,2480,12096,12096,29998080
2018-03-28 00:00:00,Gurgaon,1 BHK Flat,The Close North,T71682336,1,1,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2480,12903,12903,31999440
2017-04-27 00:00:00,Gurgaon,2 BHK Flat,The Close North,R70707150,2,1,Freehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,2480,13191,13191,32713680
2017-07-27 00:00:00,Gurgaon,2 BHK Flat,The Rama Apartment CGHS,B69508996,2,1,Freehold,Residential Apartment,North,Semifurnished,10+ Year Old Property,2480,9274,9274,22999520
2023-11-20 00:00:00,Gurgaon,3 BHK Flat,The Close South,N71293166,3,3,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2480,13104,13104,32497920
2022-07-13 00:00:00,Hyderabad,4 BHK Flat,VELIMELLA HOMES,N70237948,4,2,Freehold,Residential Apartment,North,Unfurnished,Under Construction,2485,,500,1242500
2021-11-26 00:00:00,Hyderabad,3 BHK Flat,Amigo United Avenues,D70844450,3,4,Freehold,Residential Apartment,West,Unfurnished,0-1 Year Old Property,2485,,500,1242500
2019-05-30 00:00:00,Mumbai,2 BHK Flat,25 South,E70984762,2,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,2486,,500,1243000
2018-02-15 00:00:00,Kolkata,3 BHK Flat,Vinayak Vista,O71420756,3,4,Freehold,Residential Land,North,Furnished,Under Construction,2488,,500,1244000
2017-03-23 00:00:00,Kolkata,1 BHK Flat,Jain Dream One,Q69157110,1,1,Freehold,Residential Land,North,Unfurnished,0-1 Year Old Property,2490,,500,1245000
2021-07-14 00:00:00,Hyderabad,1 BHK Flat,Rajapushpa Atria,P70081420,1,1,Leasehold,Residential Apartment,East,Furnished,1-5 Year Old Property,2490,,500,1245000
2022-08-21 00:00:00,Hyderabad,3 BHK Flat,Rajapushpa Atria,R70389634,3,2,Freehold,Residential Apartment,West,Semifurnished,1-5 Year Old Property,2490,,500,1245000
2021-03-29 00:00:00,Gurgaon,5 BHK Flat,The Close South,S71460758,5,2,Freehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2491,13167,13167,32798997
2019-12-23 00:00:00,Gurgaon,4 BHK Flat,The Close North,L71740006,4,4,Leasehold,Residential Apartment,North-East,Semifurnished,10+ Year Old Property,2491,12043,12043,29999113
2019-02-27 00:00:00,Gurgaon,4 BHK Flat,The Close South,S71149282,4,4,Leasehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2491,13448,13448,33498968
2019-01-20 00:00:00,Gurgaon,4 BHK Flat,The Close South,O64939064,4,5,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,2491,13958,13958,34769378
2018-02-04 00:00:00,Kolkata,3 BHK Flat,The Royal Ganges,C71257344,3,3,Freehold,Residential Land,North,Furnished,Under Construction,2492,,500,1246000
2017-04-05 00:00:00,Kolkata,3 BHK Flat,The Royal Ganges,F71186656,3,5,Freehold,Residential Land,North,Furnished,Under Construction,2492,,500,1246000
2018-08-20 00:00:00,Mumbai,3 BHK Flat,Shree Sawan The Signature,R70403184,3,4,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,2494,,500,1247000
2018-06-19 00:00:00,Kolkata,5 BHK Flat,Soham The Levelz,O71165654,5,2,Freehold,Residential Land,North,Furnished,Under Construction,2499,,500,1249500
2018-01-05 00:00:00,Mumbai,1 BHK Flat,Aashiana Apartment,Y70319990,1,1,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,2500,,500,1250000
2017-06-21 00:00:00,Gurgaon,1 BHK Flat,Ansal,J71795226,1,1,Freehold,Independent/Builder Floor,North-East,Semifurnished,1-5 Year Old Property,2500,13000,13000,32500000
2018-04-16 00:00:00,Mumbai,1 BHK Flat,Aster Tower,Z70797486,1,1,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,2500,,500,1250000
2021-08-31 00:00:00,Hyderabad,1 BHK Flat,Asteria Pride,H68679336,1,1,Freehold,Independent House/Villa,East,Unfurnished,Under Construction,2500,,500,1250000
2019-04-22 00:00:00,Hyderabad,1 BHK Flat,duplex villa 200s.yards 2900sft,K70442276,1,1,Freehold,Independent House/Villa,East,Furnished,Under Construction,2500,,500,1250000
2019-01-24 00:00:00,Mumbai,1 BHK Flat,Hiranandani Ambrosia,G69690370,1,1,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2017-01-30 00:00:00,Kolkata,1 BHK Flat,On Request,M70983348,1,1,Freehold,Residential Land,South,Unfurnished,5-10 Year Old Property,2500,,500,1250000
2017-05-21 00:00:00,Kolkata,1 BHK Flat,"southern Avenue,kolkata south",E69832568,1,1,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,2500,,500,1250000
2019-03-24 00:00:00,Gurgaon,1 BHK Flat,SS Linden Floors,C71607382,1,1,Freehold,Independent/Builder Floor,East,Semifurnished,Under Construction,2500,9200,9200,23000000
2019-12-20 00:00:00,Gurgaon,1 BHK Flat,SS Linden Floors,A71652354,1,1,Freehold,Independent/Builder Floor,East,Semifurnished,Under Construction,2500,9200,9200,23000000
2017-09-29 00:00:00,Mumbai,1 BHK Flat,Vikas Tower,E70163526,1,1,Freehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,2500,,500,1250000
2018-05-09 00:00:00,Kolkata,2 BHK Flat,Atree,M70459126,2,1,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,2500,,500,1250000
2022-01-30 00:00:00,Secunderabad,2 BHK Flat,GVR Green Rich County,O68534626,2,1,Freehold,Independent House/Villa,West,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2017-04-27 00:00:00,Mumbai,2 BHK Flat,k Raheja Vistas,E70332628,2,1,Freehold,Residential Apartment,West,Furnished,0-1 Year Old Property,2500,,500,1250000
2018-01-15 00:00:00,Mumbai,2 BHK Flat,Lodha World Towers,P67453458,2,1,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2018-08-07 00:00:00,Mumbai,2 BHK Flat,Piramal Vaikunth,X70486138,2,1,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2019-12-23 00:00:00,Gurgaon,2 BHK Flat,SS Linden Floors,U71593186,2,1,Freehold,Independent/Builder Floor,East,Semifurnished,Under Construction,2500,9200,9200,23000000
2017-11-09 00:00:00,Kolkata,3 BHK Flat,PS New Town Square,W70914876,3,2,Freehold,Residential Land,East,Unfurnished,Under Construction,2500,,500,1250000
2017-09-04 00:00:00,Kolkata,4 BHK Flat,ballygunge 1,K68374484,4,2,Leasehold,Residential Land,East,Furnished,5-10 Year Old Property,2500,,500,1250000
2019-04-26 00:00:00,Mumbai,4 BHK Flat,"Holland CHSL, MHADA Colony, Ambarnath East",J71024450,4,2,Leasehold,Independent House/Villa,North,Semifurnished,0-1 Year Old Property,2500,,500,1250000
2021-06-01 00:00:00,Hyderabad,4 BHK Flat,Srigdha's Rising East,O70900916,4,2,Freehold,Independent House/Villa,North,Furnished,Under Construction,2500,,500,1250000
2018-02-13 00:00:00,Mumbai,5 BHK Flat,Hiranandani Ambrosia,M70495568,5,2,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,2500,,500,1250000
2019-01-24 00:00:00,Mumbai,5 BHK Flat,Hiranandani Ambrosia,U69690368,5,2,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2018-02-22 00:00:00,Mumbai,5 BHK Flat,Kalpataru Siddhachal Elite,N70045512,5,2,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,2500,,500,1250000
2017-12-20 00:00:00,Kolkata,5 BHK Flat,keyatala road,L67683918,5,2,Freehold,Residential Land,South-East,Semifurnished,10+ Year Old Property,2500,,500,1250000
2019-11-19 00:00:00,Hyderabad,5 BHK Flat,Lansum Etania,C70273362,5,2,Leasehold,Residential Apartment,North,Semifurnished,1-5 Year Old Property,2500,,500,1250000
2019-04-14 00:00:00,Hyderabad,5 BHK Flat,Mantri Celestia,S70202626,5,2,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,2500,,500,1250000
2018-04-17 00:00:00,Kolkata,5 BHK Flat,private,P70726372,5,2,Freehold,Residential Land,North,Unfurnished,1-5 Year Old Property,2500,,500,1250000
2018-02-07 00:00:00,Kolkata,5 BHK Flat,Radha Kunj,T71227802,5,2,Freehold,Residential Land,North,Furnished,10+ Year Old Property,2500,,500,1250000
2019-06-14 00:00:00,Mumbai,5 BHK Flat,Saket Complex,Z70962594,5,2,Leasehold,Independent House/Villa,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2017-06-27 00:00:00,Mumbai,3 BHK Flat,Ekta Trinity,P70234820,3,3,Freehold,Residential Apartment,West,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2021-10-09 00:00:00,Hyderabad,3 BHK Flat,jubilee hills,D70970334,3,3,Freehold,Independent House/Villa,East,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2018-05-23 00:00:00,Gurgaon,4 BHK Flat,Vatika Sovereign Next,F71787942,4,3,Freehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,2500,12000,12000,30000000
2018-01-23 00:00:00,Mumbai,5 BHK Flat,Gilder Villa Apartment,J70973192,5,3,Co-operative Society,Residential Apartment,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2018-08-03 00:00:00,Mumbai,5 BHK Flat,Hiranandani Brookhill,M70225944,5,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,2500,,500,1250000
2022-07-04 00:00:00,Hyderabad,5 BHK Flat,Lakshmi Bhavna GLC CRIBS,Y69619190,5,3,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2500,,500,1250000
2017-11-22 00:00:00,Gurgaon,3 BHK Flat,Emaar Mgf Palm Terraces Select,B71091432,3,4,Freehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,2500,14000,14000,35000000
2023-10-22 00:00:00,Gurgaon,4 BHK Flat,Bestech Park View City,T70788070,4,4,Freehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,2500,10800,10800,27000000
2018-02-13 00:00:00,Kolkata,4 BHK Flat,New Life,V70528424,4,4,Leasehold,Residential Land,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2019-06-21 00:00:00,Mumbai,4 BHK Flat,Saket Complex,B66637772,4,4,Leasehold,Independent House/Villa,North,Furnished,0-1 Year Old Property,2500,,500,1250000
2018-03-14 00:00:00,Kolkata,5 BHK Flat,Ballygunge Apartments,W69780778,5,4,Leasehold,Residential Land,North,Furnished,5-10 Year Old Property,2500,,500,1250000
2017-12-01 00:00:00,Kolkata,5 BHK Flat,New Alipore,F71094532,5,4,Freehold,Residential Land,South,Unfurnished,10+ Year Old Property,2500,,500,1250000
2018-02-27 00:00:00,Kolkata,5 BHK Flat,New Life,M70922786,5,4,Freehold,Residential Land,South-East,Unfurnished,10+ Year Old Property,2500,,500,1250000
2018-07-09 00:00:00,Mumbai,5 BHK Flat,Shree Sawan The Signature,Q66257420,5,4,Co-operative Society,Residential Apartment,South,Unfurnished,0-1 Year Old Property,2500,,500,1250000
2018-05-21 00:00:00,Gurgaon,5 BHK Flat,Whiteland The Aspen,H71123138,5,4,Freehold,Residential Apartment,East,Semifurnished,Under Construction,2500,13500,13500,33750000
2021-06-29 00:00:00,Gurgaon,3 BHK Flat,Tarika Apartments,B71649100,3,5,Freehold,Residential Apartment,West,Semifurnished,10+ Year Old Property,2500,9400,9400,23500000
2018-08-02 00:00:00,Kolkata,5 BHK Flat,New Life,J70511382,5,5,Leasehold,Residential Land,South,Furnished,5-10 Year Old Property,2500,,500,1250000
2021-03-05 00:00:00,Hyderabad,3 BHK Flat,NR Infra Ultimus,K69358058,3,2,Freehold,Independent House/Villa,North,Furnished,0-1 Year Old Property,2504,,500,1252000
2021-03-25 00:00:00,Gurgaon,1 BHK Flat,SBTL Caladium,T71145652,1,1,Freehold,Residential Apartment,North-West,Unfurnished,5-10 Year Old Property,2505,6786,6786,16998930
2019-01-20 00:00:00,Gurgaon,5 BHK Flat,SBTL Caladium,N71066650,5,4,Freehold,Residential Apartment,North-East,Furnished,5-10 Year Old Property,2505,7105,7105,17798025
2023-11-22 00:00:00,Gurgaon,1 BHK Flat,Orris Aster Court Premier,N70069848,1,1,Freehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2506,5786,5786,14499716
2017-03-08 00:00:00,Kolkata,1 BHK Flat,Sugam Niavara,I71127602,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-02-01 00:00:00,Kolkata,1 BHK Flat,Sugam Niavara,L71238602,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-08-23 00:00:00,Kolkata,1 BHK Flat,Sugam Niavara,X71066534,1,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-02-09 00:00:00,Kolkata,2 BHK Flat,Sugam Niavara,A71208838,2,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-06-25 00:00:00,Kolkata,2 BHK Flat,Sugam Niavara,N71064478,2,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-08-23 00:00:00,Kolkata,2 BHK Flat,Sugam Niavara,D71034124,2,1,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-08-13 00:00:00,Kolkata,5 BHK Flat,Sugam Niavara,D71201162,5,3,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2017-10-23 00:00:00,Kolkata,3 BHK Flat,Sugam Niavara,B71037024,3,5,Freehold,Residential Land,North,Furnished,Under Construction,2506,,500,1253000
2018-06-18 00:00:00,Kolkata,5 BHK Flat,Niavara,H70878940,5,5,Freehold,Residential Land,East,Unfurnished,Under Construction,2506,,500,1253000
2021-04-23 00:00:00,Hyderabad,4 BHK Flat,Chitrapuri Hills,X70813046,4,4,Freehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,2509,,500,1254500
2019-05-29 00:00:00,Gurgaon,2 BHK Flat,Vatika City,Z70021896,2,1,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,2510,12650,12650,31751500
2017-11-22 00:00:00,Mumbai,3 BHK Flat,One Hiranandani Park,D66929680,3,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,2510,,500,1255000
2022-10-06 00:00:00,Hyderabad,5 BHK Flat,Sumadhura Horizon,M70879196,5,5,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,2510,,500,1255000
2017-10-04 00:00:00,Kolkata,1 BHK Flat,New Life,F70477486,1,1,Freehold,Residential Land,North,Furnished,1-5 Year Old Property,2519,,500,1259500
2017-12-15 00:00:00,Kolkata,4 BHK Flat,New Life,P70460004,4,2,Freehold,Residential Land,North,Furnished,1-5 Year Old Property,2519,,500,1259500
2017-09-18 00:00:00,Kolkata,1 BHK Flat,Emami City,U70949712,1,1,Freehold,Residential Land,South-West,Furnished,1-5 Year Old Property,2520,,500,1260000
2018-03-28 00:00:00,Kolkata,1 BHK Flat,New Life,G69578684,1,1,Freehold,Residential Land,North,Furnished,0-1 Year Old Property,2520,,500,1260000
2017-02-15 00:00:00,Kolkata,2 BHK Flat,Emami City,A64679000,2,1,Leasehold,Residential Land,East,Unfurnished,1-5 Year Old Property,2520,,500,1260000
2019-05-07 00:00:00,Mumbai,2 BHK Flat,Indiabulls Sky Forest,A62903744,2,1,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,2520,,500,1260000
2017-10-22 00:00:00,Gurgaon,2 BHK Flat,Silverglades Tarudhan Valley Golf Resort,V70212574,2,1,Freehold,Independent House/Villa,North,Furnished,5-10 Year Old Property,2520,112500,112500,283500000
2018-06-21 00:00:00,Kolkata,4 BHK Flat,Emami City,V70949458,4,2,Leasehold,Residential Land,North-East,Unfurnished,1-5 Year Old Property,2520,,500,1260000
2018-02-07 00:00:00,Kolkata,4 BHK Flat,Swarnabhoomi,M69847444,4,2,Freehold,Residential Land,North,Semifurnished,0-1 Year Old Property,2520,,500,1260000
2017-06-16 00:00:00,Kolkata,4 BHK Flat,DLF New Town Heights,N70721530,4,3,Freehold,Residential Land,South-East,Unfurnished,5-10 Year Old Property,2520,,500,1260000
2019-10-08 00:00:00,Hyderabad,5 BHK Flat,A1 Suite,D70084170,5,3,Freehold,Residential Land,East,Furnished,0-1 Year Old Property,2520,,500,1260000
2018-04-09 00:00:00,Kolkata,1 BHK Flat,Siddarth Building,Q68408320,1,1,Freehold,Residential Land,East,Unfurnished,10+ Year Old Property,2525,,500,1262500
2018-07-12 00:00:00,Kolkata,3 BHK Flat,Siddha Sky,B70900344,3,3,Freehold,Residential Land,South-East,Unfurnished,Under Construction,2525,,500,1262500
2017-07-13 00:00:00,Kolkata,3 BHK Flat,Siddarth Building,L62140720,3,5,Freehold,Residential Land,South-East,Unfurnished,10+ Year Old Property,2525,,500,1262500
2018-04-11 00:00:00,Mumbai,1 BHK Flat,Vijay Orion,N70265836,1,1,Freehold,Residential Apartment,North-West,Furnished,0-1 Year Old Property,2526,,500,1263000
2018-04-19 00:00:00,Mumbai,2 BHK Flat,Vijay Orion,L70665078,2,1,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,2526,,500,1263000
2018-02-05 00:00:00,Kolkata,3 BHK Flat,Siddha Sky,T70427656,3,3,Freehold,Residential Land,East,Unfurnished,Under Construction,2527,,500,1263500
2018-01-28 00:00:00,Gurgaon,1 BHK Flat,The Close South,J71259466,1,1,Leasehold,Residential Apartment,North-East,Furnished,5-10 Year Old Property,2531,39,500,1265500
2018-05-29 00:00:00,Gurgaon,2 BHK Flat,The Close South,E71142810,2,1,Freehold,Residential Apartment,North-East,Furnished,10+ Year Old Property,2531,13235,13235,33497785
2018-08-24 00:00:00,Gurgaon,2 BHK Flat,The Close South,M71267698,2,1,Leasehold,Residential Apartment,North-East,Furnished,5-10 Year Old Property,2531,41,500,1265500
2019-06-22 00:00:00,Gurgaon,3 BHK Flat,The Close South,K71681412,3,2,Freehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2531,13156,13156,33297836
2017-12-24 00:00:00,Gurgaon,4 BHK Flat,The Close South,M71609750,4,2,Leasehold,Residential Apartment,North,Semifurnished,1-5 Year Old Property,2531,13630,13630,34497530
2023-11-20 00:00:00,Gurgaon,4 BHK Flat,The Close South,U71293306,4,3,Freehold,Residential Apartment,North-West,Semifurnished,5-10 Year Old Property,2531,13117,13117,33199127
2018-07-29 00:00:00,Gurgaon,5 BHK Flat,The Close South,R71369482,5,3,Freehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2531,13038,13038,32999178
2021-05-23 00:00:00,Gurgaon,3 BHK Flat,The Close South,E71383764,3,4,Leasehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2531,27,500,1265500
2021-09-26 00:00:00,Gurgaon,3 BHK Flat,The Close South,T71455272,3,4,Freehold,Residential Apartment,East,Semifurnished,10+ Year Old Property,2531,13156,13156,33297836
2021-04-27 00:00:00,Gurgaon,5 BHK Flat,The Close South,I71384084,5,5,Leasehold,Residential Apartment,North-East,Semifurnished,5-10 Year Old Property,2531,26,500,1265500
2018-05-29 00:00:00,Gurgaon,2 BHK Flat,Tata Gurgaon Gateway,N71384494,2,1,Freehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,2535,12426,12426,31499910
